store_id,product_name,week,units,revenue
M5786,mango_shot,2023-03-27,94,101.49
M2630,mango_shot,2023-06-12,172,179.1
P3422,ginger_shot,2023-02-20,133,115.42
N2754,ginger_doser,2023-10-16,170,497.17
P5714,mango_doser,2023-06-12,18,41.93
T7142,mango_doser,2023-10-09,32,101.83
M5393,mango_doser,2023-06-26,52,167.72
M4138,ginger_shot,2023-07-17,1893,1765.13
N4632,ginger_shot,2023-01-23,73,69.65
N5525,ginger_shot,2023-06-19,517,462.23
M3369,ginger_doser,2023-07-17,614,1958.73
T5916,mango_doser,2023-12-25,35,59.9
N5537,ginger_doser,2023-07-24,1065,3330.44
N1164,ginger_doser,2023-08-07,447,1479.53
P6620,ginger_shot,2023-04-24,124,129.35
N2175,ginger_shot,2023-05-15,88,74.11
N4656,ginger_doser,2023-09-11,1030,3048.91
M5836,ginger_shot,2023-04-17,321,274.62
M5296,ginger_doser,2023-03-13,246,796.67
M2732,ginger_doser,2023-08-14,690,2036.6
N5661,turmeric_doser,2023-06-19,214,535.42
P1026,mango_shot,2023-04-17,303,258.7
M3393,ginger_shot,2023-10-30,345,412.9
N1604,ginger_doser,2023-05-01,87,223.64
P1150,mango_shot,2023-07-10,100,113.43
P6620,mango_doser,2023-12-18,49,185.69
N5661,ginger_doser,2023-06-26,880,2226.12
M4405,turmeric_doser,2023-06-26,107,413.05
P3454,ginger_doser,2023-03-13,126,353.41
N7315,mango_doser,2023-04-17,87,212.26
N2074,turmeric_doser,2023-07-17,94,209.43
M1412,mango_doser,2023-12-11,170,563.06
P7177,mango_doser,2023-09-18,63,167.72
T4809,ginger_doser,2023-07-24,222,664.89
N3791,mango_doser,2023-08-28,45,185.69
M5869,ginger_doser,2023-11-06,157,527.12
N4578,ginger_doser,2023-01-02,734,2150.41
M6373,mango_shot,2023-05-15,325,314.42
N2001,ginger_doser,2023-06-05,31,76.82
P5764,ginger_doser,2023-06-05,590,1856.9
N2581,ginger_doser,2023-10-16,203,581.03
N564,ginger_doser,2023-04-03,226,533.77
P4020,ginger_doser,2023-07-03,101,257.57
M3369,ginger_doser,2023-09-04,592,1874.87
T3857,mango_shot,2023-02-13,35,21.89
N3020,ginger_doser,2023-07-03,121,378.42
M1315,ginger_shot,2023-07-10,420,449.74
T3857,ginger_shot,2023-03-06,81,69.65
N5214,mango_doser,2023-01-02,52,107.82
N4435,ginger_doser,2023-02-27,253,712.81
M1892,mango_shot,2023-01-16,552,529.34
T3607,mango_shot,2023-09-25,59,51.74
T4035,mango_shot,2023-11-13,66,49.75
N3010,ginger_doser,2023-05-22,158,406.3
M1315,ginger_doser,2023-10-23,542,1773.37
N5525,ginger_doser,2023-06-26,388,1074.37
T1904,mango_doser,2023-08-07,37,101.83
T1442,mango_shot,2023-05-15,122,139.3
M4400,mango_shot,2023-11-20,474,463.67
N4514,mango_doser,2023-10-09,68,245.59
P794,ginger_shot,2023-01-23,140,165.17
M3166,ginger_doser,2023-08-07,84,299.5
N2813,ginger_doser,2023-06-26,204,604.9
N6356,ginger_shot,2023-01-02,792,825.85
M2374,ginger_doser,2023-03-13,113,233.61
P2698,mango_shot,2023-08-14,205,193.03
N7175,ginger_shot,2023-07-17,75,63.52
M1051,ginger_doser,2023-10-23,768,2568.66
N433,ginger_doser,2023-05-15,18,34.14
T4641,ginger_shot,2023-10-16,594,563.17
P5842,mango_doser,2023-05-29,16,29.95
M4400,ginger_shot,2023-10-16,1448,1604.47
N807,mango_doser,2023-07-24,66,155.74
P684,turmeric_doser,2023-12-18,55,191.7
P2008,ginger_doser,2023-01-09,378,1156.07
M2797,mango_shot,2023-03-13,399,443.77
T1859,mango_doser,2023-06-26,40,89.85
M1146,mango_shot,2023-02-20,65,49.75
M1431,turmeric_doser,2023-11-13,28,108.63
T1442,ginger_doser,2023-04-17,206,563.06
M6135,mango_doser,2023-02-06,44,173.71
M1146,ginger_shot,2023-09-25,162,165.17
N5214,turmeric_doser,2023-08-14,36,127.8
N2581,ginger_shot,2023-01-02,288,300.49
N1585,mango_doser,2023-10-02,389,1084.19
T1442,mango_shot,2023-10-30,128,139.3
M3634,mango_shot,2023-05-22,210,234.82
M1412,turmeric_doser,2023-10-02,165,615.39
M1431,turmeric_doser,2023-10-30,55,228.67
N6514,ginger_doser,2023-01-09,133,377.37
P1150,mango_shot,2023-12-11,68,71.64
N12,ginger_shot,2023-08-07,1218,1271.61
M6373,ginger_shot,2023-09-18,754,748.24
M7004,turmeric_doser,2023-10-02,56,203.95
M1895,ginger_shot,2023-01-23,1052,1070.62
M4400,ginger_shot,2023-10-30,1576,1744.19
N6298,turmeric_doser,2023-08-14,133,377.01
M3476,ginger_shot,2023-08-28,277,336.31
N7050,ginger_shot,2023-09-04,102,101.49
N932,ginger_doser,2023-10-16,121,347.42
T5916,ginger_shot,2023-12-25,109,95.52
N3444,ginger_shot,2023-05-01,263,209.28
M5450,mango_shot,2023-11-06,473,366.16
P2698,ginger_shot,2023-03-20,463,539.29
N6760,mango_doser,2023-11-27,144,485.19
M6406,ginger_shot,2023-05-22,1205,1186.04
N2175,turmeric_doser,2023-06-12,6,26.1
P5675,mango_doser,2023-05-29,39,101.83
N1838,ginger_shot,2023-09-11,635,686.55
M5393,turmeric_doser,2023-07-31,29,95.85
M317,mango_shot,2023-11-27,51,61.69
N7028,mango_doser,2023-01-16,128,371.38
M6135,mango_shot,2023-07-17,75,77.61
N5240,mango_doser,2023-12-11,57,113.81
P683,turmeric_doser,2023-11-27,10,31.95
M5719,ginger_shot,2023-06-12,463,534.43
P2642,mango_shot,2023-06-05,91,93.53
M3794,ginger_doser,2023-08-07,224,646.92
P322,mango_doser,2023-04-10,11,59.9
T5438,ginger_doser,2023-07-31,74,227.62
N7151,ginger_shot,2023-11-20,77,61.69
N6359,turmeric_doser,2023-07-03,127,344.8
N7315,mango_doser,2023-06-12,109,323.22
T4597,mango_doser,2023-03-13,68,227.62
M6022,ginger_doser,2023-08-21,91,257.57
N5758,mango_doser,2023-07-31,351,1048.25
N625,ginger_doser,2023-04-17,124,228.76
N5635,turmeric_doser,2023-12-11,190,626.22
T2964,mango_doser,2023-05-29,49,119.8
P632,ginger_shot,2023-08-14,454,443.77
M727,ginger_doser,2023-06-19,324,1287.37
N7028,mango_doser,2023-11-06,180,443.26
M5179,ginger_doser,2023-04-17,364,1120.13
M4918,ginger_shot,2023-12-04,1167,1132.31
M6838,ginger_doser,2023-11-13,203,545.09
P2698,ginger_doser,2023-11-13,336,1030.28
P6011,mango_shot,2023-11-13,371,394.02
T5577,mango_doser,2023-09-18,23,47.92
N1733,mango_doser,2023-02-20,76,245.59
N1885,turmeric_doser,2023-07-31,78,230.04
P847,ginger_doser,2023-10-09,189,515.14
N7136,mango_doser,2023-03-27,65,180.39
M203,ginger_doser,2023-01-23,211,682.86
M299,ginger_doser,2023-12-25,295,892.51
P5714,turmeric_doser,2023-10-30,16,51.12
N666,mango_doser,2023-10-30,49,179.7
M5450,ginger_doser,2023-09-25,780,2545.75
N4305,ginger_shot,2023-07-17,1060,926.72
P5813,ginger_shot,2023-07-31,157,187.06
P6979,ginger_doser,2023-08-21,789,2210.31
N2824,mango_doser,2023-10-30,41,149.75
N2201,ginger_shot,2023-12-18,63,43.78
T115,mango_doser,2023-04-03,98,251.58
P1031,ginger_shot,2023-01-30,245,250.74
M1558,turmeric_doser,2023-08-14,421,1428.29
M1989,mango_doser,2023-06-19,62,203.66
N2795,ginger_doser,2023-01-02,119,323.46
N6356,ginger_shot,2023-09-25,885,893.51
M733,ginger_doser,2023-02-13,724,2138.43
M4637,turmeric_doser,2023-08-07,142,464.17
P6102,ginger_shot,2023-05-01,506,515.41
T3528,ginger_doser,2023-08-21,72,221.63
T4777,mango_doser,2023-12-25,140,425.29
M6135,ginger_shot,2023-09-04,162,143.28
M7051,mango_doser,2023-04-03,406,1126.12
N7183,mango_doser,2023-05-01,24,69.99
M1051,ginger_doser,2023-01-16,498,1497.5
P2642,mango_doser,2023-10-16,81,263.56
M892,ginger_doser,2023-03-13,713,2108.48
M2124,ginger_doser,2023-01-23,245,670.88
M3187,ginger_doser,2023-05-08,236,772.71
N625,ginger_shot,2023-08-21,174,185.07
P5675,turmeric_doser,2023-11-06,26,102.24
M5081,mango_shot,2023-10-30,446,520.31
M4228,mango_shot,2023-12-04,167,161.19
N3637,ginger_shot,2023-11-13,404,423.87
N5962,ginger_doser,2023-08-21,35,89.85
T6204,mango_shot,2023-04-24,264,226.86
N1525,turmeric_doser,2023-11-06,54,102.24
M3369,ginger_doser,2023-05-29,557,1773.04
M6022,mango_doser,2023-09-25,23,65.89
N3896,turmeric_doser,2023-11-27,46,127.8
P6590,ginger_shot,2023-06-19,199,161.19
N4435,turmeric_doser,2023-07-03,54,139.62
T1488,mango_shot,2023-10-30,282,212.93
M3389,mango_shot,2023-07-17,34,23.88
N7258,ginger_doser,2023-12-11,197,551.08
T3528,mango_doser,2023-04-17,27,65.89
T2951,mango_shot,2023-12-25,40,35.82
M317,ginger_shot,2023-03-13,119,107.46
M6208,mango_doser,2023-08-28,54,173.71
M1146,mango_shot,2023-08-28,65,57.71
M1146,mango_shot,2023-12-25,71,71.64
M2441,mango_shot,2023-08-07,481,439.79
P6441,mango_doser,2023-09-11,80,173.71
P3454,turmeric_doser,2023-09-18,26,51.12
P5764,mango_shot,2023-01-09,348,322.38
M892,mango_doser,2023-01-16,224,664.89
M727,ginger_doser,2023-07-31,225,581.03
M6135,ginger_shot,2023-02-13,146,179.1
N6298,mango_doser,2023-04-24,209,499.06
P2812,mango_doser,2023-10-23,58,245.59
T2964,ginger_shot,2023-04-24,154,157.21
N1885,turmeric_doser,2023-07-24,81,242.82
N7233,ginger_doser,2023-06-12,130,275.99
P6620,ginger_shot,2023-01-09,113,105.47
M3715,ginger_shot,2023-06-19,557,655.86
N210,ginger_doser,2023-12-18,1111,3456.23
P2008,turmeric_doser,2023-07-03,88,281.16
N2074,ginger_doser,2023-07-10,358,871.78
N433,ginger_doser,2023-12-18,25,71.88
N4914,mango_doser,2023-01-09,79,185.69
N6138,ginger_doser,2023-07-31,1202,3833.6
T3857,ginger_shot,2023-06-05,87,93.53
N3453,ginger_doser,2023-02-20,230,652.91
P1026,mango_doser,2023-04-03,167,527.12
M5836,mango_doser,2023-10-02,134,457.47
M5081,ginger_doser,2023-03-13,468,1413.64
M3634,ginger_shot,2023-05-29,547,575.11
M7251,ginger_shot,2023-05-15,249,248.75
N973,turmeric_doser,2023-09-25,221,645.39
T6204,turmeric_doser,2023-07-10,94,230.04
P3957,turmeric_doser,2023-08-21,8,44.73
M5123,mango_shot,2023-04-24,640,652.72
P3214,mango_doser,2023-02-27,10,23.96
M13,mango_shot,2023-01-16,202,210.94
M4588,ginger_doser,2023-02-20,697,2150.41
M2529,turmeric_doser,2023-07-24,142,494.84
N4332,ginger_shot,2023-01-23,67,93.53
N5661,ginger_shot,2023-05-29,1170,1043.56
N719,mango_doser,2023-02-06,116,353.41
M4138,ginger_shot,2023-10-09,2750,3081.32
N283,mango_doser,2023-05-01,48,122.91
M3393,mango_doser,2023-01-02,49,167.72
M4521,mango_doser,2023-01-30,54,173.71
P6590,ginger_shot,2023-08-28,203,193.03
N6298,mango_doser,2023-05-08,211,520.68
N4395,turmeric_doser,2023-07-17,132,287.13
M4138,mango_doser,2023-12-04,581,1797.0
P5664,ginger_shot,2023-09-18,1005,983.06
N5348,turmeric_doser,2023-08-14,43,108.63
P7147,turmeric_doser,2023-08-14,11,31.95
N3979,turmeric_doser,2023-06-26,72,188.19
M727,ginger_shot,2023-08-21,346,364.17
N6708,ginger_shot,2023-07-10,207,183.19
N7151,ginger_shot,2023-07-17,70,68.44
N2953,mango_doser,2023-07-31,25,83.86
P3957,turmeric_doser,2023-08-14,20,70.29
N7233,ginger_doser,2023-02-27,132,263.56
P4904,ginger_doser,2023-06-12,79,185.69
N3563,mango_doser,2023-10-09,63,155.74
P1435,ginger_doser,2023-04-10,314,976.37
M2713,mango_doser,2023-01-30,73,221.63
N1535,ginger_doser,2023-12-25,508,1263.89
N6708,ginger_shot,2023-12-04,251,250.74
N4914,ginger_doser,2023-07-10,233,541.17
N4444,turmeric_doser,2023-10-23,204,664.56
P2827,turmeric_doser,2023-07-17,31,25.56
M5043,ginger_shot,2023-12-25,219,246.76
M4559,turmeric_doser,2023-12-11,56,217.26
N612,mango_doser,2023-12-11,36,149.75
N2175,turmeric_doser,2023-10-30,17,76.68
N2824,mango_doser,2023-02-06,30,83.86
T4597,ginger_shot,2023-02-20,303,286.56
N4395,ginger_doser,2023-05-08,699,1509.69
T4777,mango_doser,2023-08-28,125,407.32
N160,ginger_doser,2023-10-09,68,209.65
N2314,ginger_shot,2023-06-19,301,227.81
M2713,mango_shot,2023-10-30,218,229.96
N4408,mango_doser,2023-03-20,56,100.72
M809,ginger_doser,2023-04-10,2021,6163.71
N488,ginger_doser,2023-02-13,221,616.97
P2827,mango_shot,2023-04-24,66,63.68
M7237,mango_shot,2023-05-01,52,63.68
N5635,ginger_doser,2023-02-27,597,1844.92
M2892,turmeric_doser,2023-12-11,54,185.31
N5924,turmeric_doser,2023-10-16,18,31.95
N7028,mango_doser,2023-09-04,168,575.04
M2135,mango_shot,2023-05-22,302,338.3
M3414,mango_doser,2023-08-28,61,227.62
M1315,mango_shot,2023-12-25,218,189.05
N1349,ginger_shot,2023-03-13,288,288.55
N5491,mango_doser,2023-08-21,124,437.27
N2580,mango_doser,2023-01-09,68,227.62
T4641,ginger_doser,2023-06-26,500,1419.63
M6135,turmeric_doser,2023-12-18,25,44.73
M2124,mango_shot,2023-11-06,158,135.32
N1838,mango_doser,2023-04-10,160,439.31
M966,mango_shot,2023-11-27,158,161.19
N5924,turmeric_doser,2023-08-14,13,63.9
M3222,mango_doser,2023-08-07,273,844.59
N4435,ginger_doser,2023-04-24,241,621.4
N201,mango_doser,2023-11-13,107,287.52
M5836,turmeric_doser,2023-12-11,50,166.14
T4999,ginger_doser,2023-09-18,182,557.07
P2464,ginger_doser,2023-04-24,57,233.61
M733,ginger_shot,2023-11-20,921,883.56
N4566,mango_doser,2023-04-10,176,400.61
N5635,ginger_shot,2023-08-14,840,801.97
N4408,mango_doser,2023-06-05,64,78.53
N5245,turmeric_doser,2023-08-07,108,332.28
N4404,turmeric_doser,2023-10-09,20,83.07
M237,mango_shot,2023-03-13,171,165.17
M2447,ginger_shot,2023-07-10,235,252.73
T1393,mango_shot,2023-06-12,32,27.86
N1893,mango_doser,2023-10-23,540,1521.46
M31,turmeric_doser,2023-08-14,133,460.08
N2242,ginger_doser,2023-03-06,105,299.5
M3389,mango_doser,2023-01-02,19,47.92
N4435,ginger_shot,2023-03-27,302,265.43
N665,mango_doser,2023-11-06,14,29.95
P409,mango_doser,2023-04-17,197,700.83
M3794,mango_shot,2023-10-16,189,213.04
M4041,turmeric_doser,2023-06-26,142,397.71
M3414,mango_shot,2023-01-16,80,77.61
N1622,ginger_doser,2023-08-14,57,149.75
M3222,mango_doser,2023-12-11,317,1018.3
P2095,ginger_doser,2023-06-19,276,790.68
N6345,ginger_doser,2023-11-13,96,269.55
M727,ginger_shot,2023-02-06,308,326.36
M4755,mango_doser,2023-01-09,55,173.71
P5842,ginger_shot,2023-06-12,98,109.45
M5393,mango_doser,2023-11-13,43,89.85
N6795,turmeric_doser,2023-10-09,40,127.8
M38,turmeric_doser,2023-12-25,45,166.14
T2448,ginger_shot,2023-06-05,515,479.59
P5714,ginger_shot,2023-04-10,90,85.57
P2252,turmeric_doser,2023-07-03,15,57.51
N2201,ginger_doser,2023-10-02,55,191.68
M6875,mango_shot,2023-06-26,56,45.77
M3511,mango_shot,2023-04-17,505,495.51
M3634,mango_doser,2023-05-29,140,353.41
P5714,turmeric_doser,2023-07-31,16,57.51
N5525,ginger_shot,2023-11-27,599,581.08
N2557,ginger_doser,2023-02-13,191,628.95
M4413,turmeric_doser,2023-06-05,70,224.93
N3791,ginger_doser,2023-03-13,121,377.37
P5842,mango_shot,2023-03-13,26,16.32
M2477,mango_shot,2023-05-22,590,533.32
M1775,ginger_shot,2023-12-04,112,119.4
M966,mango_shot,2023-09-04,151,141.29
M2011,mango_shot,2023-10-02,419,458.48
M6407,ginger_doser,2023-10-30,1349,4582.1
P2252,mango_shot,2023-08-14,61,53.73
M3932,ginger_doser,2023-10-16,174,554.97
P4059,mango_shot,2023-10-23,77,69.65
M3527,ginger_shot,2023-12-18,624,579.09
N4855,mango_doser,2023-03-27,25,35.28
M2779,ginger_shot,2023-10-16,533,555.83
N5252,ginger_shot,2023-01-16,564,567.15
T4777,mango_doser,2023-12-04,140,443.26
T3607,mango_shot,2023-11-27,57,39.8
P6102,turmeric_doser,2023-08-21,80,242.82
M5043,mango_shot,2023-04-17,77,55.72
M2630,mango_doser,2023-03-20,87,305.49
N2074,ginger_doser,2023-05-22,379,1000.39
N201,ginger_doser,2023-01-16,240,718.8
N3896,turmeric_doser,2023-11-13,57,178.92
M2630,mango_doser,2023-11-13,105,293.51
M1895,mango_shot,2023-01-30,444,429.84
P847,ginger_doser,2023-01-09,194,610.98
M4400,mango_doser,2023-03-06,232,748.75
P6441,mango_doser,2023-12-11,88,209.65
M4228,mango_shot,2023-08-07,174,169.15
M1431,mango_doser,2023-01-23,36,107.82
T3619,turmeric_doser,2023-10-16,23,89.46
N3494,mango_doser,2023-10-23,20,11.98
P6590,ginger_doser,2023-06-05,161,431.28
N719,ginger_doser,2023-09-18,416,1341.76
N488,mango_doser,2023-12-25,102,215.64
M727,mango_doser,2023-05-01,97,269.55
M6135,turmeric_doser,2023-08-14,29,109.4
M6022,mango_shot,2023-10-23,76,99.54
N7183,ginger_shot,2023-06-05,82,77.13
N7151,ginger_doser,2023-12-25,72,221.63
P7281,ginger_doser,2023-08-28,311,934.44
M6222,mango_shot,2023-12-25,304,292.53
M3414,ginger_doser,2023-09-11,131,467.22
M278,turmeric_doser,2023-11-27,59,166.14
M3222,mango_doser,2023-01-23,282,868.55
N6760,mango_doser,2023-12-18,152,323.46
M2447,mango_shot,2023-06-26,117,133.33
P3957,turmeric_doser,2023-06-26,15,38.34
P5742,mango_shot,2023-10-30,61,55.72
T2448,turmeric_doser,2023-06-19,98,345.06
N2580,mango_doser,2023-09-18,93,263.56
P4379,ginger_shot,2023-09-18,549,533.32
M3369,turmeric_doser,2023-08-21,189,649.22
P6620,ginger_doser,2023-10-02,99,419.3
T246,mango_doser,2023-05-01,64,209.65
N126,ginger_doser,2023-02-06,147,353.41
N1622,ginger_doser,2023-08-07,51,119.8
T848,mango_doser,2023-03-06,43,143.76
N6345,turmeric_doser,2023-10-16,22,63.9
N2875,ginger_doser,2023-02-27,749,2090.51
N3010,turmeric_doser,2023-10-02,49,153.36
T3619,ginger_doser,2023-11-13,83,245.59
N665,ginger_doser,2023-05-15,38,106.41
T4035,mango_doser,2023-12-11,45,125.79
N3494,mango_doser,2023-03-27,23,64.87
M4228,mango_shot,2023-05-22,138,135.32
N5758,mango_doser,2023-05-29,285,889.43
M3511,turmeric_doser,2023-10-02,272,997.22
N611,ginger_doser,2023-08-14,49,161.73
N5661,ginger_shot,2023-07-03,1164,936.93
P5664,ginger_doser,2023-08-28,752,2138.43
T4777,ginger_shot,2023-04-24,437,463.67
N3502,ginger_doser,2023-01-30,245,820.63
P2095,mango_shot,2023-03-13,188,107.86
N3010,mango_doser,2023-01-30,57,209.65
M2011,ginger_doser,2023-07-17,473,1443.59
T4035,ginger_doser,2023-04-17,102,275.54
N5661,mango_doser,2023-05-01,314,780.17
T848,mango_shot,2023-06-05,79,59.7
M7251,ginger_doser,2023-10-16,324,996.92
N7136,turmeric_doser,2023-10-02,51,217.26
N2824,ginger_doser,2023-10-23,89,293.51
N6653,ginger_doser,2023-08-21,70,239.6
P4904,turmeric_doser,2023-10-02,14,57.51
T5948,ginger_shot,2023-12-11,1584,1661.65
P3422,ginger_doser,2023-07-03,150,527.12
P3214,turmeric_doser,2023-11-20,18,44.73
T5948,ginger_shot,2023-05-22,1541,1500.46
M4220,turmeric_doser,2023-11-13,42,134.19
P1169,mango_doser,2023-08-28,259,730.78
N5252,ginger_doser,2023-03-27,403,928.69
P2812,mango_doser,2023-07-10,43,125.79
N625,ginger_shot,2023-06-05,159,127.23
M1146,ginger_shot,2023-01-02,180,175.12
M2962,ginger_doser,2023-07-10,375,1245.92
P3214,turmeric_doser,2023-12-04,14,25.56
M4405,ginger_doser,2023-06-19,494,1693.85
T1904,mango_doser,2023-07-17,24,35.94
T2448,mango_doser,2023-11-13,156,491.18
P5664,ginger_shot,2023-02-20,940,917.39
M31,mango_doser,2023-12-18,156,449.25
T1442,ginger_doser,2023-11-13,210,616.97
M6844,ginger_shot,2023-11-06,533,529.34
N1604,turmeric_doser,2023-10-16,16,31.95
M2124,ginger_shot,2023-09-11,300,294.52
M6695,mango_shot,2023-03-20,328,314.42
P3214,mango_doser,2023-09-25,20,71.88
M733,ginger_doser,2023-09-04,736,2312.14
N2580,mango_doser,2023-05-08,73,192.34
N3502,ginger_doser,2023-05-22,228,600.92
M37,ginger_shot,2023-08-07,648,636.8
N2074,mango_doser,2023-07-24,176,455.24
N1604,mango_doser,2023-12-04,32,101.83
M13,ginger_shot,2023-05-01,499,499.49
M2630,ginger_shot,2023-07-03,364,308.45
M3393,ginger_shot,2023-12-11,254,280.59
M3954,ginger_shot,2023-01-02,153,133.33
N1078,turmeric_doser,2023-08-28,171,568.71
N932,mango_doser,2023-12-04,51,107.82
M739,mango_doser,2023-08-21,164,521.13
M733,ginger_doser,2023-02-06,681,2018.63
N2147,ginger_doser,2023-10-09,146,413.31
N6514,ginger_doser,2023-02-13,122,413.31
N7050,ginger_doser,2023-12-11,100,353.41
N4332,turmeric_doser,2023-08-07,15,57.51
P3499,mango_doser,2023-05-29,35,71.88
M892,mango_doser,2023-08-28,266,886.52
N4566,ginger_shot,2023-04-03,781,697.97
M2703,ginger_shot,2023-08-07,835,845.75
N1733,mango_doser,2023-02-27,78,179.7
M5450,mango_doser,2023-05-15,250,832.61
N5214,mango_doser,2023-12-18,53,143.76
N6929,ginger_doser,2023-09-25,31,113.81
N611,turmeric_doser,2023-08-14,10,38.34
M5226,mango_doser,2023-01-30,256,802.66
M3685,mango_doser,2023-09-04,157,461.23
N201,ginger_shot,2023-05-08,272,250.87
N2953,turmeric_doser,2023-11-20,12,51.12
N5491,mango_doser,2023-04-10,90,255.5
N3896,ginger_doser,2023-12-11,210,622.96
N1494,mango_doser,2023-08-07,149,359.4
N3735,ginger_shot,2023-03-20,163,80.91
N1604,ginger_doser,2023-03-06,67,119.8
P2008,turmeric_doser,2023-11-13,100,287.55
M1431,ginger_doser,2023-11-27,137,443.26
P2812,ginger_doser,2023-05-15,138,431.28
M3715,turmeric_doser,2023-12-18,53,134.19
T2223,ginger_doser,2023-01-09,59,185.69
N3964,mango_doser,2023-10-30,311,1000.33
P322,turmeric_doser,2023-06-26,11,44.73
M307,turmeric_doser,2023-12-04,36,108.63
T3283,mango_shot,2023-10-09,73,67.66
N5130,ginger_doser,2023-02-20,107,317.47
M317,ginger_shot,2023-08-28,105,89.55
M3954,ginger_shot,2023-05-22,162,123.38
N1819,mango_doser,2023-10-16,73,263.56
P2464,ginger_doser,2023-01-02,70,203.66
N6298,ginger_doser,2023-01-16,684,2042.59
N3078,ginger_doser,2023-02-20,1011,3162.72
N1838,mango_doser,2023-03-06,175,515.14
N4193,ginger_shot,2023-01-16,43,45.77
M3656,ginger_shot,2023-05-15,270,252.73
M2477,mango_shot,2023-04-24,565,535.31
M5869,mango_doser,2023-11-13,44,161.73
M307,ginger_doser,2023-04-03,101,305.49
N1256,ginger_doser,2023-12-11,163,443.26
M6838,turmeric_doser,2023-10-23,63,205.31
T7142,ginger_shot,2023-12-04,134,145.27
N1397,ginger_doser,2023-12-11,378,1144.09
P2008,ginger_doser,2023-05-01,394,1096.17
M1789,turmeric_doser,2023-10-02,195,693.87
T1859,mango_doser,2023-04-17,34,131.78
P3454,ginger_shot,2023-10-09,163,179.1
N5059,ginger_shot,2023-05-29,174,142.92
M6875,ginger_doser,2023-10-16,156,517.3
T17,ginger_shot,2023-08-07,591,612.92
M1051,ginger_shot,2023-11-13,680,694.51
N151,mango_doser,2023-09-18,127,371.38
N5525,turmeric_doser,2023-08-21,118,313.11
N3078,turmeric_doser,2023-07-10,217,551.2
M237,ginger_shot,2023-06-12,604,712.46
T2758,ginger_shot,2023-11-20,923,903.46
M4637,turmeric_doser,2023-09-11,117,415.35
M6588,turmeric_doser,2023-11-27,221,626.22
M4657,mango_shot,2023-09-25,58,35.82
T4809,mango_doser,2023-04-17,81,227.62
M1146,ginger_doser,2023-12-18,124,293.51
N3141,mango_doser,2023-06-26,203,559.95
N6653,ginger_shot,2023-03-27,75,72.97
N796,ginger_doser,2023-12-18,211,634.94
M5179,mango_doser,2023-12-25,137,383.36
N3149,mango_doser,2023-12-18,125,311.48
P794,mango_shot,2023-11-13,71,61.69
N1525,ginger_doser,2023-03-20,181,402.89
T17,mango_shot,2023-12-04,292,280.59
P5509,ginger_shot,2023-03-20,562,591.03
N1494,mango_doser,2023-10-30,144,533.11
N7175,ginger_doser,2023-08-21,88,257.57
M4400,mango_shot,2023-06-05,444,413.92
M2124,mango_doser,2023-06-26,88,299.5
N2755,mango_doser,2023-04-03,22,59.75
T5593,mango_doser,2023-10-02,116,371.38
P2464,mango_shot,2023-08-14,44,59.7
N3003,mango_doser,2023-02-06,166,575.04
M278,ginger_shot,2023-06-05,541,647.98
M3511,turmeric_doser,2023-07-03,246,763.73
N160,mango_doser,2023-06-26,23,47.8
N488,mango_doser,2023-07-03,89,279.4
P847,mango_doser,2023-01-09,57,221.63
N3964,mango_doser,2023-06-12,252,813.17
N1765,ginger_shot,2023-10-23,415,437.8
M3396,mango_doser,2023-02-06,65,245.59
M1139,mango_shot,2023-01-02,90,75.62
M3369,mango_doser,2023-10-09,340,1230.87
N1704,ginger_doser,2023-12-25,84,287.52
M6208,ginger_shot,2023-04-24,171,181.09
P3454,ginger_doser,2023-05-01,131,419.3
N231,mango_doser,2023-02-06,758,2366.05
P5509,mango_doser,2023-08-14,180,616.97
T4035,turmeric_doser,2023-11-13,27,95.85
N6515,ginger_doser,2023-07-17,593,1548.39
M968,ginger_shot,2023-10-02,794,900.89
T4777,ginger_doser,2023-08-21,337,1168.05
M5450,mango_doser,2023-04-24,260,664.89
M3626,mango_shot,2023-09-11,228,200.99
M3187,mango_doser,2023-11-20,93,269.55
N3050,turmeric_doser,2023-12-18,137,396.18
M4413,mango_shot,2023-01-02,125,151.24
N4384,ginger_doser,2023-07-24,42,119.8
M1412,ginger_doser,2023-08-21,441,1395.67
N6356,mango_doser,2023-11-27,257,820.63
M4400,mango_shot,2023-01-02,415,384.07
M237,ginger_shot,2023-09-11,450,445.76
M1775,ginger_doser,2023-08-21,92,257.57
M5869,mango_doser,2023-09-04,49,47.92
T6405,ginger_doser,2023-01-09,232,730.78
T4641,ginger_doser,2023-10-23,509,1377.7
P2698,ginger_shot,2023-04-03,445,487.55
N4519,mango_doser,2023-06-05,217,476.86
M4755,ginger_doser,2023-10-16,271,957.97
N6653,mango_doser,2023-02-27,24,89.85
N5312,ginger_doser,2023-05-22,62,165.59
M3794,turmeric_doser,2023-10-09,60,205.85
M1558,ginger_doser,2023-01-16,1218,3611.97
M7004,turmeric_doser,2023-08-07,53,185.05
M3414,mango_shot,2023-02-13,80,69.65
M1928,ginger_shot,2023-05-08,929,931.32
P5509,ginger_shot,2023-07-10,583,587.05
M2713,turmeric_doser,2023-10-02,63,248.76
P683,mango_doser,2023-04-17,15,35.94
N457,ginger_doser,2023-12-11,158,449.25
M911,ginger_shot,2023-03-06,770,696.5
N5924,mango_doser,2023-12-25,32,83.86
