store_id,store_name,store_type,customer_name,place_name,town
N2367,Local Nesco Upper Hadlow,convenience,Nesco,Upper Hadlow,Hadlow
N5290,Local Nesco West Bleakmere,convenience,Nesco,West Bleakmere,Bleakmere
P1399,Little Platerows Upper Farrowgate,convenience,Platerows,Upper Farrowgate,Farrowgate
M2334,Local Mainsburys Lower Ashcombe,convenience,Mainsburys,Lower Ashcombe,Ashcombe
M294,Local Mainsburys South Grimsbyrn,convenience,Mainsburys,South Grimsbyrn,Grimsbyrn
M5968,Local Mainsburys South Wexford,convenience,Mainsburys,South Wexford,Wexford
N6185,Local Nesco East Cherriford,convenience,Nesco,East Cherriford,Cherriford
P6713,Little Platerows South Halberton,convenience,Platerows,South Halberton,Halberton
M1785,Local Mainsburys West Greengate,convenience,Mainsburys,West Greengate,Greengate
T5687,Torrisons Upper Haythorne,main,Torrisons,Upper Haythorne,Haythorne
T6184,Torrisons East Clovenshire,main,Torrisons,East Clovenshire,Clovenshire
M1588,Mainsburys Harbury,main,Mainsburys,Harbury,Harbury
M3414,Local Mainsburys West Shaldwick,convenience,Mainsburys,West Shaldwick,Shaldwick
T7218,Torrisons Quenndale,main,Torrisons,Quenndale,Quenndale
P773,Little Platerows Winshaw,convenience,Platerows,Winshaw,Winshaw
M7004,Mainsburys Upper Colmere,main,Mainsburys,Upper Colmere,Colmere
M320,Mainsburys East Ravengate,main,Mainsburys,East Ravengate,Ravengate
M968,Local Mainsburys Upper Rothermere,convenience,Mainsburys,Upper Rothermere,Rothermere
N3191,Local Nesco North Pelhamstead,convenience,Nesco,North Pelhamstead,Pelhamstead
T3435,Torrisons East Hadlow,main,Torrisons,East Hadlow,Hadlow
M4771,Local Mainsburys Upper Gildermere,convenience,Mainsburys,Upper Gildermere,Gildermere
N5787,Local Nesco West Rothermere,convenience,Nesco,West Rothermere,Rothermere
M1409,Local Mainsburys South Mossthorpe,convenience,Mainsburys,South Mossthorpe,Mossthorpe
M1528,Local Mainsburys Upper Dunbridge,convenience,Mainsburys,Upper Dunbridge,Dunbridge
P4163,Little Platerows West Meresbourne,convenience,Platerows,West Meresbourne,Meresbourne
P3032,Little Platerows Upper Halberton,convenience,Platerows,Upper Halberton,Halberton
P5028,Little Platerows Lower Southmere,convenience,Platerows,Lower Southmere,Southmere
M6860,Local Mainsburys North Blisworth,convenience,Mainsburys,North Blisworth,Blisworth
T6936,Torrisons Charnwood,main,Torrisons,Charnwood,Charnwood
T3270,Torrisons East Brambleton,main,Torrisons,East Brambleton,Brambleton
N6835,Local Nesco Lower Avenbury,convenience,Nesco,Lower Avenbury,Avenbury
N2074,Local Nesco Lower Everdale,convenience,Nesco,Lower Everdale,Everdale
N3637,Local Nesco West Elderwick,convenience,Nesco,West Elderwick,Elderwick
N5486,Local Nesco Lower Deepmere,convenience,Nesco,Lower Deepmere,Deepmere
P5113,Platerows North Harbury,main,Platerows,North Harbury,Harbury
P723,Platerows South Alderwyck,main,Platerows,South Alderwyck,Alderwyck
T2906,Torrisons East Litchwood,main,Torrisons,East Litchwood,Litchwood
T6438,Torrisons West Dunbridge,main,Torrisons,West Dunbridge,Dunbridge
M3289,Mainsburys North Brightmere,main,Mainsburys,North Brightmere,Brightmere
N6242,Local Nesco Lower Oatmere,convenience,Nesco,Lower Oatmere,Oatmere
N3707,Nesco West Harthwick,main,Nesco,West Harthwick,Harthwick
N4412,Local Nesco Puddlewyke,convenience,Nesco,Puddlewyke,Puddlewyke
N6410,Local Nesco South Longmere,convenience,Nesco,South Longmere,Longmere
P1396,Little Platerows Longmere,convenience,Platerows,Longmere,Longmere
N5899,Local Nesco East Keswicke,convenience,Nesco,East Keswicke,Keswicke
P6955,Platerows West Blackmere,main,Platerows,West Blackmere,Blackmere
P6074,Little Platerows Elderwick,convenience,Platerows,Elderwick,Elderwick
M7132,Mainsburys Lower Greystead,main,Mainsburys,Lower Greystead,Greystead
M5952,Local Mainsburys South Ravenmere,convenience,Mainsburys,South Ravenmere,Ravenmere
P5075,Platerows South Somerleigh,main,Platerows,South Somerleigh,Somerleigh
M5304,Mainsburys Lower Midcombe,main,Mainsburys,Lower Midcombe,Midcombe
M6715,Local Mainsburys West Elmwych,convenience,Mainsburys,West Elmwych,Elmwych
T5419,Torrisons East Ormsleigh,main,Torrisons,East Ormsleigh,Ormsleigh
T3438,Torrisons South Tatterby,main,Torrisons,South Tatterby,Tatterby
M4570,Local Mainsburys Windmere,convenience,Mainsburys,Windmere,Windmere
T581,Torrisons Upper Saxmere,main,Torrisons,Upper Saxmere,Saxmere
M6201,Mainsburys South Ashcombe,main,Mainsburys,South Ashcombe,Ashcombe
M2450,Local Mainsburys Winshaw,convenience,Mainsburys,Winshaw,Winshaw
P7005,Platerows Somerleigh,main,Platerows,Somerleigh,Somerleigh
M4616,Local Mainsburys Wintermere,convenience,Mainsburys,Wintermere,Wintermere
M5783,Local Mainsburys Lower Stagthorne,convenience,Mainsburys,Lower Stagthorne,Stagthorne
N4217,Nesco Lowdenham,main,Nesco,Lowdenham,Lowdenham
M3972,Mainsburys Upper Chilversham,main,Mainsburys,Upper Chilversham,Chilversham
M1089,Local Mainsburys West Burrowden,convenience,Mainsburys,West Burrowden,Burrowden
N1671,Nesco North Tatterby,main,Nesco,North Tatterby,Tatterby
M317,Local Mainsburys Lower Farrowgate,convenience,Mainsburys,Lower Farrowgate,Farrowgate
N2803,Local Nesco South Carlington,convenience,Nesco,South Carlington,Carlington
T4004,Torrisons Dunsmere,main,Torrisons,Dunsmere,Dunsmere
N2653,Nesco South Southmere,main,Nesco,South Southmere,Southmere
P7282,Platerows Lower Langmere,main,Platerows,Lower Langmere,Langmere
M4604,Local Mainsburys Dunbridge,convenience,Mainsburys,Dunbridge,Dunbridge
T6543,Torrisons West Farrowgate,main,Torrisons,West Farrowgate,Farrowgate
P4961,Platerows North Greythorne,main,Platerows,North Greythorne,Greythorne
M4,Local Mainsburys South Blisworth,convenience,Mainsburys,South Blisworth,Blisworth
T2006,Torrisons North Brambleton,main,Torrisons,North Brambleton,Brambleton
M4736,Local Mainsburys Upper Fenshire,convenience,Mainsburys,Upper Fenshire,Fenshire
P689,Little Platerows Grimthorpe,convenience,Platerows,Grimthorpe,Grimthorpe
T7142,Torrisons South Dunbridge,main,Torrisons,South Dunbridge,Dunbridge
M234,Mainsburys North Banebridge,main,Mainsburys,North Banebridge,Banebridge
P5599,Little Platerows Upper Fairholt,convenience,Platerows,Upper Fairholt,Fairholt
T2428,Torrisons West Fenbrook,main,Torrisons,West Fenbrook,Fenbrook
M54,Local Mainsburys Upper Goldwynn,convenience,Mainsburys,Upper Goldwynn,Goldwynn
P2705,Little Platerows Upper Hadlow,convenience,Platerows,Upper Hadlow,Hadlow
T253,Torrisons South Banebridge,main,Torrisons,South Banebridge,Banebridge
T2741,Torrisons West Greythorne,main,Torrisons,West Greythorne,Greythorne
N5491,Local Nesco South Clovenshire,convenience,Nesco,South Clovenshire,Clovenshire
M4964,Mainsburys North Southmere,main,Mainsburys,North Southmere,Southmere
N1125,Nesco Lower Meresbourne,main,Nesco,Lower Meresbourne,Meresbourne
T2075,Torrisons Fallhurst,main,Torrisons,Fallhurst,Fallhurst
P5329,Little Platerows North Goldwynn,convenience,Platerows,North Goldwynn,Goldwynn
M3189,Local Mainsburys South Fenleigh,convenience,Mainsburys,South Fenleigh,Fenleigh
M5967,Local Mainsburys South Norbury,convenience,Mainsburys,South Norbury,Norbury
P1556,Little Platerows East Emsworth,convenience,Platerows,East Emsworth,Emsworth
T3514,Torrisons North Draycott,main,Torrisons,North Draycott,Draycott
P5207,Little Platerows East Blackmere,convenience,Platerows,East Blackmere,Blackmere
M4025,Mainsburys East Hogsden,main,Mainsburys,East Hogsden,Hogsden
P1919,Little Platerows Upper Caerhurst,convenience,Platerows,Upper Caerhurst,Caerhurst
N2535,Nesco North Fallhurst,main,Nesco,North Fallhurst,Fallhurst
P900,Platerows Kingsholt,main,Platerows,Kingsholt,Kingsholt
N1532,Local Nesco Ravengate,convenience,Nesco,Ravengate,Ravengate
M1266,Mainsburys East Saxmere,main,Mainsburys,East Saxmere,Saxmere
M3969,Local Mainsburys West Cherriford,convenience,Mainsburys,West Cherriford,Cherriford
M6695,Local Mainsburys Hollowbrook,convenience,Mainsburys,Hollowbrook,Hollowbrook
T5823,Torrisons Upper Redwick,main,Torrisons,Upper Redwick,Redwick
N6961,Nesco Upper Fallhurst,main,Nesco,Upper Fallhurst,Fallhurst
T843,Torrisons South Ayleswick,main,Torrisons,South Ayleswick,Ayleswick
M2195,Local Mainsburys Lower Marlington,convenience,Mainsburys,Lower Marlington,Marlington
T3235,Torrisons Yarrowby,main,Torrisons,Yarrowby,Yarrowby
T4573,Torrisons Upper Millthorpe,main,Torrisons,Upper Millthorpe,Millthorpe
P1960,Platerows West Gildermere,main,Platerows,West Gildermere,Gildermere
P4796,Platerows Greystead,main,Platerows,Greystead,Greystead
M309,Local Mainsburys West Northwyke,convenience,Mainsburys,West Northwyke,Northwyke
P5793,Little Platerows East Deepmere,convenience,Platerows,East Deepmere,Deepmere
T3916,Torrisons South Highmere,main,Torrisons,South Highmere,Highmere
M7252,Local Mainsburys East Blackmere,convenience,Mainsburys,East Blackmere,Blackmere
M3211,Local Mainsburys East Greengate,convenience,Mainsburys,East Greengate,Greengate
P380,Little Platerows South Windmere,convenience,Platerows,South Windmere,Windmere
M6012,Mainsburys Saxmere,main,Mainsburys,Saxmere,Saxmere
N4380,Nesco Upper Pendlestone,main,Nesco,Upper Pendlestone,Pendlestone
P5937,Platerows North Thornhollow,main,Platerows,North Thornhollow,Thornhollow
M2852,Mainsburys North Northwyke,main,Mainsburys,North Northwyke,Northwyke
M3393,Local Mainsburys Upper Gainsworth,convenience,Mainsburys,Upper Gainsworth,Gainsworth
N142,Local Nesco South Denthorpe,convenience,Nesco,South Denthorpe,Denthorpe
M6206,Local Mainsburys Upper Rockington,convenience,Mainsburys,Upper Rockington,Rockington
N171,Nesco Ravengate,main,Nesco,Ravengate,Ravengate
N5537,Nesco South Clovenshire,main,Nesco,South Clovenshire,Clovenshire
M2917,Mainsburys Lower Saxmere,main,Mainsburys,Lower Saxmere,Saxmere
T7256,Torrisons South Stonleigh,main,Torrisons,South Stonleigh,Stonleigh
P4188,Platerows East Pennbrook,main,Platerows,East Pennbrook,Pennbrook
N6949,Local Nesco North Luddington,convenience,Nesco,North Luddington,Luddington
P6644,Platerows North Ormsleigh,main,Platerows,North Ormsleigh,Ormsleigh
P1252,Platerows North Grimsbyrn,main,Platerows,North Grimsbyrn,Grimsbyrn
M4218,Local Mainsburys South Thistlemere,convenience,Mainsburys,South Thistlemere,Thistlemere
P2066,Platerows West Dunhaven,main,Platerows,West Dunhaven,Dunhaven
P3107,Platerows East Fenshire,main,Platerows,East Fenshire,Fenshire
P3944,Platerows Charnwood,main,Platerows,Charnwood,Charnwood
T102,Torrisons Upper Blackmere,main,Torrisons,Upper Blackmere,Blackmere
P3695,Platerows Lower Emsworth,main,Platerows,Lower Emsworth,Emsworth
P4494,Platerows West Foxworth,main,Platerows,West Foxworth,Foxworth
N283,Local Nesco South Quetherby,convenience,Nesco,South Quetherby,Quetherby
N1664,Nesco Upper Lunsfield,main,Nesco,Upper Lunsfield,Lunsfield
P2885,Platerows Coldminster,main,Platerows,Coldminster,Coldminster
N3398,Local Nesco West Netherton,convenience,Nesco,West Netherton,Netherton
P5767,Little Platerows Hollowbrook,convenience,Platerows,Hollowbrook,Hollowbrook
P1998,Platerows East Everdale,main,Platerows,East Everdale,Everdale
M4460,Local Mainsburys West Craydon,convenience,Mainsburys,West Craydon,Craydon
M5540,Local Mainsburys East Falkenridge,convenience,Mainsburys,East Falkenridge,Falkenridge
M4615,Mainsburys Gildermere,main,Mainsburys,Gildermere,Gildermere
M3052,Local Mainsburys South Marlington,convenience,Mainsburys,South Marlington,Marlington
M2630,Mainsburys Lower Oatmere,main,Mainsburys,Lower Oatmere,Oatmere
M5607,Local Mainsburys North Banebridge,convenience,Mainsburys,North Banebridge,Banebridge
M2365,Local Mainsburys South Ledbury,convenience,Mainsburys,South Ledbury,Ledbury
N3471,Local Nesco West Grimsbyrn,convenience,Nesco,West Grimsbyrn,Grimsbyrn
M295,Mainsburys Lower Charnwood,main,Mainsburys,Lower Charnwood,Charnwood
P2049,Little Platerows East Hogsden,convenience,Platerows,East Hogsden,Hogsden
P2731,Platerows Upper Burrowden,main,Platerows,Upper Burrowden,Burrowden
N4382,Nesco Lower Emsworth,main,Nesco,Lower Emsworth,Emsworth
P4958,Platerows West Harbury,main,Platerows,West Harbury,Harbury
M2831,Mainsburys North Welford,main,Mainsburys,North Welford,Welford
M2736,Local Mainsburys Lower Fenshire,convenience,Mainsburys,Lower Fenshire,Fenshire
M2600,Mainsburys North Denthorpe,main,Mainsburys,North Denthorpe,Denthorpe
T4351,Torrisons South Stagthorne,main,Torrisons,South Stagthorne,Stagthorne
T5262,Torrisons North Shaldwick,main,Torrisons,North Shaldwick,Shaldwick
N3731,Nesco North Oxtonford,main,Nesco,North Oxtonford,Oxtonford
N6826,Nesco Avenbury,main,Nesco,Avenbury,Avenbury
N6877,Nesco South Moorstead,main,Nesco,South Moorstead,Moorstead
P6240,Platerows North Yarrowby,main,Platerows,North Yarrowby,Yarrowby
P5056,Platerows Lower Yarrowby,main,Platerows,Lower Yarrowby,Yarrowby
N834,Local Nesco South Puddlewyke,convenience,Nesco,South Puddlewyke,Puddlewyke
N4384,Local Nesco West Alderwyck,convenience,Nesco,West Alderwyck,Alderwyck
N117,Nesco Fenbrook,main,Nesco,Fenbrook,Fenbrook
P899,Platerows North Lunsfield,main,Platerows,North Lunsfield,Lunsfield
N5030,Local Nesco Upper Crowleigh,convenience,Nesco,Upper Crowleigh,Crowleigh
M4031,Mainsburys West Craydon,main,Mainsburys,West Craydon,Craydon
N3803,Local Nesco Yoxminster,convenience,Nesco,Yoxminster,Yoxminster
N7137,Nesco North Litchwood,main,Nesco,North Litchwood,Litchwood
M1317,Local Mainsburys Colmere,convenience,Mainsburys,Colmere,Colmere
M412,Mainsburys Lower Gainsworth,main,Mainsburys,Lower Gainsworth,Gainsworth
P6288,Platerows West Chilversham,main,Platerows,West Chilversham,Chilversham
P4238,Platerows Upper Delmere,main,Platerows,Upper Delmere,Delmere
M3356,Local Mainsburys Lower Colmere,convenience,Mainsburys,Lower Colmere,Colmere
N6161,Nesco South Elmwych,main,Nesco,South Elmwych,Elmwych
M2838,Local Mainsburys East Stagthorne,convenience,Mainsburys,East Stagthorne,Stagthorne
N7311,Local Nesco North Thistlemere,convenience,Nesco,North Thistlemere,Thistlemere
N2805,Nesco Upper Ormsleigh,main,Nesco,Upper Ormsleigh,Ormsleigh
N5194,Nesco West Casterly,main,Nesco,West Casterly,Casterly
M4542,Local Mainsburys Lower Charnwood,convenience,Mainsburys,Lower Charnwood,Charnwood
P4037,Platerows Upper Yarrowby,main,Platerows,Upper Yarrowby,Yarrowby
P5200,Platerows Draycott,main,Platerows,Draycott,Draycott
P64,Platerows East Mapplethorpe,main,Platerows,East Mapplethorpe,Mapplethorpe
P5579,Platerows Drayminster,main,Platerows,Drayminster,Drayminster
P4799,Platerows North Eastmere,main,Platerows,North Eastmere,Eastmere
T4543,Torrisons Upper Mapplethorpe,main,Torrisons,Upper Mapplethorpe,Mapplethorpe
T3423,Torrisons East Harbury,main,Torrisons,East Harbury,Harbury
M573,Mainsburys West Loxborough,main,Mainsburys,West Loxborough,Loxborough
T4102,Torrisons Shaldwick,main,Torrisons,Shaldwick,Shaldwick
M7153,Local Mainsburys South Everdale,convenience,Mainsburys,South Everdale,Everdale
M2196,Mainsburys Upper Banebridge,main,Mainsburys,Upper Banebridge,Banebridge
T2364,Torrisons South Thatchwyke,main,Torrisons,South Thatchwyke,Thatchwyke
N4852,Nesco South Keswicke,main,Nesco,South Keswicke,Keswicke
N3,Nesco Upper Farrowgate,main,Nesco,Upper Farrowgate,Farrowgate
P5022,Little Platerows East Foxglade,convenience,Platerows,East Foxglade,Foxglade
N3964,Nesco East Hartmere,main,Nesco,East Hartmere,Hartmere
P4989,Little Platerows East Saxmere,convenience,Platerows,East Saxmere,Saxmere
M1003,Mainsburys Upper Crowleigh,main,Mainsburys,Upper Crowleigh,Crowleigh
M6911,Local Mainsburys West Thatchwyke,convenience,Mainsburys,West Thatchwyke,Thatchwyke
N2077,Nesco West Netherton,main,Nesco,West Netherton,Netherton
P4678,Platerows Lower Foxglade,main,Platerows,Lower Foxglade,Foxglade
P6049,Little Platerows West Thornwick,convenience,Platerows,West Thornwick,Thornwick
N100,Local Nesco Lower Colmere,convenience,Nesco,Lower Colmere,Colmere
T2251,Torrisons East Dunhaven,main,Torrisons,East Dunhaven,Dunhaven
T464,Torrisons West Grimthorpe,main,Torrisons,West Grimthorpe,Grimthorpe
N1156,Nesco Buckleigh,main,Nesco,Buckleigh,Buckleigh
P2127,Platerows Lower Norcombe,main,Platerows,Lower Norcombe,Norcombe
N3035,Local Nesco Lower Kellington,convenience,Nesco,Lower Kellington,Kellington
M3009,Local Mainsburys West Loxborough,convenience,Mainsburys,West Loxborough,Loxborough
T4733,Torrisons West Marlington,main,Torrisons,West Marlington,Marlington
T4171,Torrisons South Blackmere,main,Torrisons,South Blackmere,Blackmere
T3372,Torrisons North Marbury,main,Torrisons,North Marbury,Marbury
N611,Local Nesco South Blisworth,convenience,Nesco,South Blisworth,Blisworth
T585,Torrisons Upper Bramwyck,main,Torrisons,Upper Bramwyck,Bramwyck
P7250,Little Platerows North Denthorpe,convenience,Platerows,North Denthorpe,Denthorpe
N2542,Local Nesco East Foxglade,convenience,Nesco,East Foxglade,Foxglade
M690,Local Mainsburys West Foxglade,convenience,Mainsburys,West Foxglade,Foxglade
M3715,Mainsburys West Hadlow,main,Mainsburys,West Hadlow,Hadlow
T1734,Torrisons South Bramwyck,main,Torrisons,South Bramwyck,Bramwyck
M4285,Local Mainsburys South Redwick,convenience,Mainsburys,South Redwick,Redwick
T1310,Torrisons South Litchwood,main,Torrisons,South Litchwood,Litchwood
N454,Nesco Upper Hogsden,main,Nesco,Upper Hogsden,Hogsden
P4386,Platerows North Goldwynn,main,Platerows,North Goldwynn,Goldwynn
T115,Torrisons West Hitherwick,main,Torrisons,West Hitherwick,Hitherwick
T1428,Torrisons Lower Langmere,main,Torrisons,Lower Langmere,Langmere
P2693,Little Platerows Kellington,convenience,Platerows,Kellington,Kellington
N6688,Nesco East Loxborough,main,Nesco,East Loxborough,Loxborough
T6145,Torrisons West Brightmere,main,Torrisons,West Brightmere,Brightmere
N1784,Nesco Upper Hollowbrook,main,Nesco,Upper Hollowbrook,Hollowbrook
M4315,Local Mainsburys East Litchwood,convenience,Mainsburys,East Litchwood,Litchwood
P5834,Little Platerows North Hallmere,convenience,Platerows,North Hallmere,Hallmere
T293,Torrisons North Emsworth,main,Torrisons,North Emsworth,Emsworth
T1807,Torrisons North Redwick,main,Torrisons,North Redwick,Redwick
P7,Little Platerows West Harbury,convenience,Platerows,West Harbury,Harbury
P3785,Platerows Lower Quenndale,main,Platerows,Lower Quenndale,Quenndale
T4948,Torrisons Everdale,main,Torrisons,Everdale,Everdale
M2011,Local Mainsburys East Langmere,convenience,Mainsburys,East Langmere,Langmere
N6453,Local Nesco East Oatmere,convenience,Nesco,East Oatmere,Oatmere
P3884,Little Platerows East Welford,convenience,Platerows,East Welford,Welford
M5845,Local Mainsburys Upper Wexford,convenience,Mainsburys,Upper Wexford,Wexford
N1690,Local Nesco East Cragmere,convenience,Nesco,East Cragmere,Cragmere
P6198,Platerows East Harthwick,main,Platerows,East Harthwick,Harthwick
P6113,Little Platerows Upper Elderwick,convenience,Platerows,Upper Elderwick,Elderwick
N2034,Local Nesco East Oxtonford,convenience,Nesco,East Oxtonford,Oxtonford
P1416,Little Platerows Upper Gildermere,convenience,Platerows,Upper Gildermere,Gildermere
N4729,Local Nesco West Highmere,convenience,Nesco,West Highmere,Highmere
N3721,Local Nesco South Cherriford,convenience,Nesco,South Cherriford,Cherriford
N1140,Nesco West Wexford,main,Nesco,West Wexford,Wexford
N7249,Nesco West Caerhurst,main,Nesco,West Caerhurst,Caerhurst
N1816,Local Nesco South Luddington,convenience,Nesco,South Luddington,Luddington
N83,Nesco East Midcombe,main,Nesco,East Midcombe,Midcombe
T211,Torrisons East Ashcombe,main,Torrisons,East Ashcombe,Ashcombe
N4623,Nesco West Marbury,main,Nesco,West Marbury,Marbury
P3850,Little Platerows Lower Harrowmere,convenience,Platerows,Lower Harrowmere,Harrowmere
N6747,Nesco Upper Eldwich,main,Nesco,Upper Eldwich,Eldwich
M3287,Mainsburys North Cragmere,main,Mainsburys,North Cragmere,Cragmere
P4001,Little Platerows South Loxborough,convenience,Platerows,South Loxborough,Loxborough
M3897,Mainsburys West Hawkenridge,main,Mainsburys,West Hawkenridge,Hawkenridge
P3852,Platerows Upper Marlington,main,Platerows,Upper Marlington,Marlington
T5000,Torrisons Lower Fallowden,main,Torrisons,Lower Fallowden,Fallowden
N6669,Nesco Dorleigh,main,Nesco,Dorleigh,Dorleigh
N6929,Local Nesco East Quenndale,convenience,Nesco,East Quenndale,Quenndale
P3250,Little Platerows Lower Elderwick,convenience,Platerows,Lower Elderwick,Elderwick
P397,Platerows Lower Ravenmere,main,Platerows,Lower Ravenmere,Ravenmere
M6918,Mainsburys East Crowleigh,main,Mainsburys,East Crowleigh,Crowleigh
T3529,Torrisons West Emsworth,main,Torrisons,West Emsworth,Emsworth
N5586,Nesco North Craydon,main,Nesco,North Craydon,Craydon
N2973,Nesco Upper Hallmere,main,Nesco,Upper Hallmere,Hallmere
P1083,Platerows Longmere,main,Platerows,Longmere,Longmere
N2755,Local Nesco West Mistridge,convenience,Nesco,West Mistridge,Mistridge
N1554,Local Nesco Stonleigh,convenience,Nesco,Stonleigh,Stonleigh
P3962,Little Platerows West Banebridge,convenience,Platerows,West Banebridge,Banebridge
P3333,Little Platerows Upper Dorleigh,convenience,Platerows,Upper Dorleigh,Dorleigh
P1026,Platerows East Dorleigh,main,Platerows,East Dorleigh,Dorleigh
P4189,Little Platerows South Stonleigh,convenience,Platerows,South Stonleigh,Stonleigh
N5084,Local Nesco East Broxted,convenience,Nesco,East Broxted,Broxted
N1040,Nesco East Welford,main,Nesco,East Welford,Welford
M2423,Local Mainsburys Alderwyck,convenience,Mainsburys,Alderwyck,Alderwyck
N2427,Local Nesco Darrowby,convenience,Nesco,Darrowby,Darrowby
P430,Platerows Upper Hallmere,main,Platerows,Upper Hallmere,Hallmere
N4297,Nesco Lower Branscombe,main,Nesco,Lower Branscombe,Branscombe
P3746,Platerows East Oatmere,main,Platerows,East Oatmere,Oatmere
P6426,Platerows Lower Bramwyck,main,Platerows,Lower Bramwyck,Bramwyck
T6604,Torrisons Upper Fairholt,main,Torrisons,Upper Fairholt,Fairholt
P6055,Platerows Lower Southmere,main,Platerows,Lower Southmere,Southmere
P2942,Platerows East Fenbrook,main,Platerows,East Fenbrook,Fenbrook
M4755,Local Mainsburys North Charnwood,convenience,Mainsburys,North Charnwood,Charnwood
P6799,Little Platerows Upper Harbury,convenience,Platerows,Upper Harbury,Harbury
N6580,Nesco Upper Moorstead,main,Nesco,Upper Moorstead,Moorstead
M920,Mainsburys Buckleigh,main,Mainsburys,Buckleigh,Buckleigh
P6618,Little Platerows North Halberton,convenience,Platerows,North Halberton,Halberton
P6753,Platerows West Charnwood,main,Platerows,West Charnwood,Charnwood
M2447,Local Mainsburys South Darrowby,convenience,Mainsburys,South Darrowby,Darrowby
M4919,Local Mainsburys South Lunsfield,convenience,Mainsburys,South Lunsfield,Lunsfield
T1987,Torrisons South Colmere,main,Torrisons,South Colmere,Colmere
N1337,Nesco East Kingsholt,main,Nesco,East Kingsholt,Kingsholt
T1742,Torrisons South Burrowden,main,Torrisons,South Burrowden,Burrowden
P7046,Little Platerows East Moorstead,convenience,Platerows,East Moorstead,Moorstead
N6162,Nesco East Gainsworth,main,Nesco,East Gainsworth,Gainsworth
N1319,Local Nesco East Thornhollow,convenience,Nesco,East Thornhollow,Thornhollow
N422,Nesco North Welford,main,Nesco,North Welford,Welford
N6978,Nesco South Alderwyck,main,Nesco,South Alderwyck,Alderwyck
P5992,Little Platerows South Brambleton,convenience,Platerows,South Brambleton,Brambleton
N5853,Local Nesco East Chilversham,convenience,Nesco,East Chilversham,Chilversham
N7073,Local Nesco Norcombe,convenience,Nesco,Norcombe,Norcombe
M2757,Mainsburys South Greythorne,main,Mainsburys,South Greythorne,Greythorne
T3119,Torrisons Upper Uxmere,main,Torrisons,Upper Uxmere,Uxmere
P3623,Platerows East Stagthorne,main,Platerows,East Stagthorne,Stagthorne
N3055,Local Nesco Upper Kingsholt,convenience,Nesco,Upper Kingsholt,Kingsholt
M7077,Mainsburys South Marbury,main,Mainsburys,South Marbury,Marbury
P2929,Little Platerows Lower Wrenford,convenience,Platerows,Lower Wrenford,Wrenford
P5367,Little Platerows East Fallhurst,convenience,Platerows,East Fallhurst,Fallhurst
N870,Nesco Lower Wintermere,main,Nesco,Lower Wintermere,Wintermere
N5035,Nesco Lower Yarrowby,main,Nesco,Lower Yarrowby,Yarrowby
P4221,Platerows North Blisworth,main,Platerows,North Blisworth,Blisworth
N3811,Nesco Branscombe,main,Nesco,Branscombe,Branscombe
P778,Platerows East Fenleigh,main,Platerows,East Fenleigh,Fenleigh
M908,Mainsburys West Denthorpe,main,Mainsburys,West Denthorpe,Denthorpe
M3101,Mainsburys West Litchwood,main,Mainsburys,West Litchwood,Litchwood
M2847,Mainsburys South Oxtonford,main,Mainsburys,South Oxtonford,Oxtonford
P3108,Platerows West Gainsworth,main,Platerows,West Gainsworth,Gainsworth
P3332,Platerows South Clovenshire,main,Platerows,South Clovenshire,Clovenshire
T2597,Torrisons East Gildermere,main,Torrisons,East Gildermere,Gildermere
M7129,Local Mainsburys South Draycott,convenience,Mainsburys,South Draycott,Draycott
P6750,Little Platerows Quenndale,convenience,Platerows,Quenndale,Quenndale
T1595,Torrisons Dunbridge,main,Torrisons,Dunbridge,Dunbridge
P6923,Little Platerows North Fallhurst,convenience,Platerows,North Fallhurst,Fallhurst
T756,Torrisons Foxglade,main,Torrisons,Foxglade,Foxglade
N302,Nesco Lower Mapplethorpe,main,Nesco,Lower Mapplethorpe,Mapplethorpe
T3617,Torrisons Eldwich,main,Torrisons,Eldwich,Eldwich
M691,Local Mainsburys North Quenndale,convenience,Mainsburys,North Quenndale,Quenndale
P590,Platerows North Norbury,main,Platerows,North Norbury,Norbury
P6690,Little Platerows West Thornhollow,convenience,Platerows,West Thornhollow,Thornhollow
M5251,Mainsburys Lower Wetherbrook,main,Mainsburys,Lower Wetherbrook,Wetherbrook
P5307,Platerows West Northwyke,main,Platerows,West Northwyke,Northwyke
T4808,Torrisons East Welford,main,Torrisons,East Welford,Welford
N673,Local Nesco North Fenshire,convenience,Nesco,North Fenshire,Fenshire
M4223,Mainsburys West Eldermoor,main,Mainsburys,West Eldermoor,Eldermoor
M3533,Mainsburys Upper Ledbury,main,Mainsburys,Upper Ledbury,Ledbury
N2916,Local Nesco West Elmwych,convenience,Nesco,West Elmwych,Elmwych
N5010,Local Nesco South Fallhurst,convenience,Nesco,South Fallhurst,Fallhurst
N2007,Local Nesco South Blackmere,convenience,Nesco,South Blackmere,Blackmere
N4316,Nesco Upper Drummondale,main,Nesco,Upper Drummondale,Drummondale
P5571,Platerows East Harbury,main,Platerows,East Harbury,Harbury
P2065,Platerows Lower Colmere,main,Platerows,Lower Colmere,Colmere
M3288,Mainsburys North Hitherwick,main,Mainsburys,North Hitherwick,Hitherwick
T290,Torrisons Lower Thatchwyke,main,Torrisons,Lower Thatchwyke,Thatchwyke
